Product ID,Product Name,Category,Subcategory,Units Sold,Manufacturing Price (INR),Sale Price (INR),Profit (INR),Country,State,City,Date of Purchase,Ratings
356788,Billy Bookshelf,Furniture,Living Room Furniture,17,7698.05,8644.69,946.64,India,Maharashtra,Mumbai,26-08-2023,3.1
872247,Bekant Desk,Furniture,Office Furniture,10,4311.65,7285.91,2974.26,India,Delhi,New Delhi,05-03-2023,4.2
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,42,9133.36,10868.05,1734.69,India,West Bengal,Kolkata,14-01-2025,3.9
207474,Markus Office Chair,Furniture,Office Furniture,22,9415.96,10683.66,1267.7,India,Delhi,New Delhi,26-03-2023,3.1
872247,Bekant Desk,Furniture,Office Furniture,8,4175.09,6430.8,2255.71,India,Maharashtra,Mumbai,12-07-2024,3.4
770488,Kivik Sofa,Furniture,Living Room Furniture,22,7989.99,9997.48,2007.49,India,Telangana,Hyderabad,15-01-2025,3.1
198247,Ledberg LED Strip,Home Decor,Lighting,17,8465.63,9293.96,828.33,India,Karnataka,Bangalore,02-09-2023,3.3
872247,Bekant Desk,Furniture,Office Furniture,19,6283.03,8084.17,1801.14,India,West Bengal,Kolkata,26-12-2024,4.3
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,5,7219.18,8696.36,1477.18,India,Maharashtra,Mumbai,24-03-2024,3.3
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,30,2276.46,3284.04,1007.58,India,Maharashtra,Mumbai,09-04-2024,3.1
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,7,6775.25,8734.1,1958.85,India,Karnataka,Bangalore,22-06-2024,4.8
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,4,5665.99,7458.84,1792.85,India,Karnataka,Bangalore,22-02-2023,4.8
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,35,8551.48,9390.91,839.43,India,Maharashtra,Mumbai,16-06-2023,4.7
876647,Hemnes Nightstand,Furniture,Bedroom Furniture,13,3125.6,4534.4,1408.8,India,Tamil Nadu,Chennai,18-01-2025,3.4
770488,Kivik Sofa,Furniture,Living Room Furniture,35,4662.2,6911.2,2249,India,Tamil Nadu,Chennai,18-11-2024,3.1
671859,Raskog Utility Cart,Storage and Organization,Kitchen Storage,5,7118.91,8812.29,1693.38,India,Tamil Nadu,Chennai,29-09-2023,4
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,25,5002.28,7158.2,2155.92,India,Tamil Nadu,Chennai,09-02-2023,3.2
770488,Kivik Sofa,Furniture,Living Room Furniture,41,9408.04,11493.59,2085.55,India,Karnataka,Bangalore,07-07-2023,4.8
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,35,7611.58,9524.49,1912.91,India,Telangana,Hyderabad,27-04-2024,4.7
329259,Vindum High-Pile Rug,Home Decor,Textiles,25,10639.36,11905.77,1266.41,India,Delhi,New Delhi,19-05-2023,3.3
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,29,1745.68,1970.85,225.17,India,Delhi,New Delhi,03-09-2024,3.4
356788,Billy Bookshelf,Furniture,Living Room Furniture,35,8223.34,11053.47,2830.13,India,West Bengal,Kolkata,26-10-2024,3.4
356788,Billy Bookshelf,Furniture,Living Room Furniture,14,9476.29,12221.05,2744.76,India,Maharashtra,Mumbai,03-08-2024,3.3
719177,Trofast Storage Unit,Storage and Organization,Storage Furniture,31,10209.4,11933.77,1724.37,India,Telangana,Hyderabad,26-10-2024,4.3
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,31,3917.37,6988.66,3071.29,India,Karnataka,Bangalore,03-12-2023,4.4
388390,Pax Wardrobe,Furniture,Bedroom Furniture,33,9312.67,10189.69,877.02,India,Maharashtra,Mumbai,18-01-2025,4.9
770488,Kivik Sofa,Furniture,Living Room Furniture,12,9752.11,11360.36,1608.25,India,Tamil Nadu,Chennai,28-03-2023,3.7
876647,Hemnes Nightstand,Furniture,Bedroom Furniture,16,7886.41,10054.72,2168.31,India,Tamil Nadu,Chennai,17-09-2023,3.3
719177,Trofast Storage Unit,Storage and Organization,Storage Furniture,42,1209.87,2385.07,1175.2,India,Tamil Nadu,Chennai,03-06-2023,3.7
198247,Ledberg LED Strip,Home Decor,Lighting,14,3380.04,4985.22,1605.18,India,Tamil Nadu,Chennai,10-04-2024,4.3
388390,Pax Wardrobe,Furniture,Bedroom Furniture,36,7773.63,10834.35,3060.72,India,Karnataka,Bangalore,02-08-2023,3
356788,Billy Bookshelf,Furniture,Living Room Furniture,3,3658.13,5981.24,2323.11,India,Delhi,New Delhi,12-04-2024,4
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,29,9304.48,9952.24,647.76,India,West Bengal,Kolkata,06-11-2024,4
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,5,7970.43,10171.1,2200.67,India,West Bengal,Kolkata,17-11-2024,3.6
719177,Trofast Storage Unit,Storage and Organization,Storage Furniture,34,8587.82,10754.1,2166.28,India,Karnataka,Bangalore,26-11-2023,4.2
207474,Markus Office Chair,Furniture,Office Furniture,33,6326.26,8465.33,2139.07,India,Delhi,New Delhi,06-07-2024,3.4
356788,Billy Bookshelf,Furniture,Living Room Furniture,5,3737.85,5345.78,1607.93,India,West Bengal,Kolkata,24-12-2024,3.9
719177,Trofast Storage Unit,Storage and Organization,Storage Furniture,1,9216.34,10804.99,1588.65,India,Maharashtra,Mumbai,22-03-2024,4.9
198247,Ledberg LED Strip,Home Decor,Lighting,44,6988.77,7684.94,696.17,India,West Bengal,Kolkata,12-10-2023,3.8
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,21,3998.31,5628.29,1629.98,India,West Bengal,Kolkata,22-11-2023,3.5
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,33,2361.62,4614.25,2252.63,India,West Bengal,Kolkata,05-09-2024,4
671859,Raskog Utility Cart,Storage and Organization,Kitchen Storage,35,4662.5,6548.06,1885.56,India,Karnataka,Bangalore,24-08-2024,3.6
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,3,10708.32,12860.24,2151.92,India,Maharashtra,Mumbai,16-05-2023,3.4
719177,Trofast Storage Unit,Storage and Organization,Storage Furniture,13,6649.4,7952.94,1303.54,India,Delhi,New Delhi,02-10-2024,3.9
356788,Billy Bookshelf,Furniture,Living Room Furniture,50,8190.76,9430.86,1240.1,India,West Bengal,Kolkata,16-07-2024,4.2
329259,Vindum High-Pile Rug,Home Decor,Textiles,30,6052.91,7931.56,1878.65,India,Delhi,New Delhi,12-08-2024,4.2
876647,Hemnes Nightstand,Furniture,Bedroom Furniture,2,6761.42,9110.89,2349.47,India,Delhi,New Delhi,29-03-2023,3.8
198247,Ledberg LED Strip,Home Decor,Lighting,41,2745.22,3924.86,1179.64,India,Telangana,Hyderabad,20-02-2024,4.8
207474,Markus Office Chair,Furniture,Office Furniture,36,5422.53,8214.98,2792.45,India,Maharashtra,Mumbai,29-08-2024,3.3
876647,Hemnes Nightstand,Furniture,Bedroom Furniture,4,9712.44,12163.38,2450.94,India,Karnataka,Bangalore,23-10-2023,4
126226,Lack Coffee Table,Furniture,Living Room Furniture,42,5825.56,7184.52,1358.96,India,Tamil Nadu,Chennai,10-03-2023,3.4
207474,Markus Office Chair,Furniture,Office Furniture,32,6760.07,7359.66,599.59,India,Delhi,New Delhi,13-04-2023,3.4
388390,Pax Wardrobe,Furniture,Bedroom Furniture,41,8349.07,10598.09,2249.02,India,Tamil Nadu,Chennai,02-01-2024,3.1
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,20,1805.11,4264.69,2459.58,India,Karnataka,Bangalore,27-07-2023,3.5
126226,Lack Coffee Table,Furniture,Living Room Furniture,48,6917.11,8819.28,1902.17,India,Karnataka,Bangalore,09-11-2024,3.3
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,15,6531.97,7767.52,1235.55,India,Tamil Nadu,Chennai,28-03-2023,3.5
356788,Billy Bookshelf,Furniture,Living Room Furniture,6,1858.39,3433.6,1575.21,India,Telangana,Hyderabad,19-10-2023,4
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,37,2915.8,4973.87,2058.07,India,West Bengal,Kolkata,12-05-2024,4.2
872247,Bekant Desk,Furniture,Office Furniture,9,6185.48,7486.13,1300.65,India,Maharashtra,Mumbai,16-09-2024,3.2
329259,Vindum High-Pile Rug,Home Decor,Textiles,8,5440.83,8012.07,2571.24,India,Maharashtra,Mumbai,18-05-2024,3.5
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,24,8386.31,10242.09,1855.78,India,Telangana,Hyderabad,04-05-2024,4.2
356788,Billy Bookshelf,Furniture,Living Room Furniture,28,10291.02,11047.91,756.89,India,Tamil Nadu,Chennai,02-12-2023,4.6
877573,Malm Bed Frame,Furniture,Bedroom Furniture,10,2470.54,5165.11,2694.57,India,Maharashtra,Mumbai,19-09-2024,4.4
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,15,1330.53,2829.26,1498.73,India,Maharashtra,Mumbai,08-10-2023,3.1
329259,Vindum High-Pile Rug,Home Decor,Textiles,39,2443.12,4833.02,2389.9,India,West Bengal,Kolkata,20-02-2023,4.2
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,24,3461.51,4913.65,1452.14,India,Delhi,New Delhi,03-06-2024,4.2
198247,Ledberg LED Strip,Home Decor,Lighting,33,3164.21,4131.51,967.3,India,Maharashtra,Mumbai,28-08-2023,4.9
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,29,3450.01,5821.72,2371.71,India,Maharashtra,Mumbai,27-09-2024,3.8
216740,Poang Armchair,Furniture,Living Room Furniture,46,3455.57,5299.7,1844.13,India,Delhi,New Delhi,12-01-2024,3.4
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,6,4161.71,6309.75,2148.04,India,West Bengal,Kolkata,13-02-2024,3.1
770488,Kivik Sofa,Furniture,Living Room Furniture,16,5437.44,7246.54,1809.1,India,Maharashtra,Mumbai,24-07-2023,3.5
872247,Bekant Desk,Furniture,Office Furniture,24,7597.63,8849.47,1251.84,India,West Bengal,Kolkata,31-10-2023,4
671859,Raskog Utility Cart,Storage and Organization,Kitchen Storage,4,9532.56,10966.25,1433.69,India,Delhi,New Delhi,01-04-2024,4.4
719177,Trofast Storage Unit,Storage and Organization,Storage Furniture,15,3383.02,4934.81,1551.79,India,Karnataka,Bangalore,15-11-2023,3.8
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,32,10210.18,12294.25,2084.07,India,Telangana,Hyderabad,29-12-2023,4.3
216740,Poang Armchair,Furniture,Living Room Furniture,50,9653.11,13017.89,3364.78,India,Delhi,New Delhi,21-06-2023,4.5
198247,Ledberg LED Strip,Home Decor,Lighting,25,3991.85,5513.57,1521.72,India,West Bengal,Kolkata,08-07-2024,3
329259,Vindum High-Pile Rug,Home Decor,Textiles,18,8923.99,12153.68,3229.69,India,West Bengal,Kolkata,27-04-2024,3.8
329259,Vindum High-Pile Rug,Home Decor,Textiles,46,4716.63,6468.4,1751.77,India,Karnataka,Bangalore,24-06-2024,3.1
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,48,6759.83,6826.04,66.21,India,Maharashtra,Mumbai,19-11-2023,4
126226,Lack Coffee Table,Furniture,Living Room Furniture,42,2413.87,3075.93,662.06,India,Delhi,New Delhi,04-04-2023,3.6
770488,Kivik Sofa,Furniture,Living Room Furniture,22,10813.63,13016.73,2203.1,India,Tamil Nadu,Chennai,18-09-2024,4.1
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,13,3789.81,5756.81,1967,India,West Bengal,Kolkata,22-05-2024,4.7
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,10,10796.84,12367.85,1571.01,India,Karnataka,Bangalore,14-09-2023,4.4
876647,Hemnes Nightstand,Furniture,Bedroom Furniture,22,5706.14,7429.68,1723.54,India,West Bengal,Kolkata,08-10-2024,4.2
877573,Malm Bed Frame,Furniture,Bedroom Furniture,27,2819.71,5237.48,2417.77,India,West Bengal,Kolkata,07-08-2023,3.3
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,32,10511.59,12241.75,1730.16,India,Tamil Nadu,Chennai,03-08-2024,3.4
198247,Ledberg LED Strip,Home Decor,Lighting,13,4786.69,5649.61,862.92,India,Telangana,Hyderabad,26-03-2023,4.4
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,29,7502.76,9919.87,2417.11,India,Delhi,New Delhi,01-04-2023,3.5
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,31,5050.53,6930.31,1879.78,India,Telangana,Hyderabad,24-08-2023,3.3
671859,Raskog Utility Cart,Storage and Organization,Kitchen Storage,7,8658.83,11144.4,2485.57,India,Karnataka,Bangalore,27-05-2023,4
216740,Poang Armchair,Furniture,Living Room Furniture,17,7397.77,7611.95,214.18,India,Maharashtra,Mumbai,19-11-2023,4.5
872247,Bekant Desk,Furniture,Office Furniture,6,7437.82,9667.36,2229.54,India,Delhi,New Delhi,02-08-2024,4.4
671859,Raskog Utility Cart,Storage and Organization,Kitchen Storage,5,8362.03,9153.26,791.23,India,Maharashtra,Mumbai,27-09-2024,4.8
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,5,2995.79,4742.4,1746.61,India,Tamil Nadu,Chennai,03-06-2024,3
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,22,5675.17,6717.53,1042.36,India,Delhi,New Delhi,27-05-2023,4.5
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,25,10305.12,13578.64,3273.52,India,Karnataka,Bangalore,24-08-2024,4.9
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,29,3943.28,5550.52,1607.24,India,Tamil Nadu,Chennai,26-11-2023,4.8
872247,Bekant Desk,Furniture,Office Furniture,44,6218.62,7858.77,1640.15,India,Telangana,Hyderabad,30-09-2023,4.3
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,1,6266.95,7729.22,1462.27,India,Maharashtra,Mumbai,04-11-2023,4.9
388390,Pax Wardrobe,Furniture,Bedroom Furniture,32,4866.92,7072.75,2205.83,India,Karnataka,Bangalore,20-04-2023,4.2
872247,Bekant Desk,Furniture,Office Furniture,9,3424.27,6046.34,2622.07,India,Telangana,Hyderabad,09-04-2023,4.5
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,34,5367.16,8103.85,2736.69,India,Tamil Nadu,Chennai,01-02-2023,4.9
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,41,7930.95,9503.3,1572.35,India,Telangana,Hyderabad,24-09-2023,3.1
329259,Vindum High-Pile Rug,Home Decor,Textiles,6,8523.94,9950.56,1426.62,India,West Bengal,Kolkata,08-01-2024,3.2
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,45,6465.27,9490.08,3024.81,India,Tamil Nadu,Chennai,03-11-2023,3.5
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,17,5333.64,7399.62,2065.98,India,Telangana,Hyderabad,10-09-2024,3.9
770488,Kivik Sofa,Furniture,Living Room Furniture,27,4949.94,7003.31,2053.37,India,Telangana,Hyderabad,25-08-2023,4.3
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,8,7117.6,8719.28,1601.68,India,Telangana,Hyderabad,17-04-2023,3.6
671859,Raskog Utility Cart,Storage and Organization,Kitchen Storage,37,6482.37,9697.27,3214.9,India,Tamil Nadu,Chennai,10-05-2023,4.5
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,45,7984.48,8865.72,881.24,India,Telangana,Hyderabad,05-04-2023,4
770488,Kivik Sofa,Furniture,Living Room Furniture,27,2891.72,4103.77,1212.05,India,Maharashtra,Mumbai,22-06-2023,3.9
207474,Markus Office Chair,Furniture,Office Furniture,49,6895.15,8594.82,1699.67,India,Telangana,Hyderabad,28-12-2023,4.6
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,15,4004.13,6397.07,2392.94,India,West Bengal,Kolkata,11-01-2024,4
126226,Lack Coffee Table,Furniture,Living Room Furniture,44,1362.04,2959.72,1597.68,India,Telangana,Hyderabad,04-04-2024,4.9
877573,Malm Bed Frame,Furniture,Bedroom Furniture,44,6422.52,7739.35,1316.83,India,Karnataka,Bangalore,02-04-2024,3.1
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,18,6561.87,8538.67,1976.8,India,Maharashtra,Mumbai,01-03-2024,3.6
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,46,7791.74,10746.5,2954.76,India,Delhi,New Delhi,10-12-2023,4.8
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,14,8756.96,10503.02,1746.06,India,Telangana,Hyderabad,18-04-2023,3.7
671859,Raskog Utility Cart,Storage and Organization,Kitchen Storage,32,3861.09,4210.55,349.46,India,Telangana,Hyderabad,17-02-2023,4.8
671859,Raskog Utility Cart,Storage and Organization,Kitchen Storage,41,9877.17,12241.58,2364.41,India,Delhi,New Delhi,07-04-2023,3.7
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,47,3231.58,6449.8,3218.22,India,Karnataka,Bangalore,29-10-2023,4.9
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,18,3559.72,5939.02,2379.3,India,West Bengal,Kolkata,02-04-2024,4.2
877573,Malm Bed Frame,Furniture,Bedroom Furniture,8,2347.39,3458.54,1111.15,India,Tamil Nadu,Chennai,10-04-2023,4.4
126226,Lack Coffee Table,Furniture,Living Room Furniture,38,9253.23,11305.56,2052.33,India,Maharashtra,Mumbai,05-05-2024,4.6
356788,Billy Bookshelf,Furniture,Living Room Furniture,50,7193.33,9846.78,2653.45,India,Telangana,Hyderabad,06-05-2024,4.6
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,42,7952.14,9223.31,1271.17,India,West Bengal,Kolkata,28-09-2024,4.4
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,36,9535.98,10741.37,1205.39,India,Delhi,New Delhi,06-10-2023,4.8
388390,Pax Wardrobe,Furniture,Bedroom Furniture,16,3995.67,4310.97,315.3,India,Delhi,New Delhi,28-11-2024,4.3
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,36,4686.9,6439.67,1752.77,India,Maharashtra,Mumbai,23-11-2023,4.2
329259,Vindum High-Pile Rug,Home Decor,Textiles,43,7972.87,9084.45,1111.58,India,Tamil Nadu,Chennai,06-02-2023,3.7
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,14,7332.75,8752.57,1419.82,India,West Bengal,Kolkata,11-09-2023,4.7
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,7,2177.22,4446.64,2269.42,India,Karnataka,Bangalore,15-12-2023,3.9
198247,Ledberg LED Strip,Home Decor,Lighting,29,2885.49,5170.04,2284.55,India,Maharashtra,Mumbai,25-11-2023,4.1
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,27,9123.92,10982.34,1858.42,India,Telangana,Hyderabad,24-09-2024,3.1
216740,Poang Armchair,Furniture,Living Room Furniture,33,4888.92,5605,716.08,India,West Bengal,Kolkata,03-04-2023,4.4
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,47,6569.65,9735.24,3165.59,India,Tamil Nadu,Chennai,13-08-2024,3.4
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,4,9874.89,11422.73,1547.84,India,Delhi,New Delhi,27-12-2024,3.7
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,9,8438.78,9531.81,1093.03,India,Tamil Nadu,Chennai,06-04-2024,4.5
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,33,3079.5,4955.29,1875.79,India,Karnataka,Bangalore,31-12-2024,4.2
770488,Kivik Sofa,Furniture,Living Room Furniture,13,6202.69,6699.59,496.9,India,Maharashtra,Mumbai,04-08-2023,3.4
356788,Billy Bookshelf,Furniture,Living Room Furniture,40,4314.7,5988.59,1673.89,India,Tamil Nadu,Chennai,16-04-2024,4.3
872247,Bekant Desk,Furniture,Office Furniture,11,8486.89,8841.13,354.24,India,Delhi,New Delhi,07-03-2024,4.8
216740,Poang Armchair,Furniture,Living Room Furniture,49,6276.12,7097.15,821.03,India,Tamil Nadu,Chennai,08-06-2023,3.7
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,22,4196.59,5403.66,1207.07,India,West Bengal,Kolkata,13-07-2024,4
877573,Malm Bed Frame,Furniture,Bedroom Furniture,22,4742.38,6878.8,2136.42,India,Karnataka,Bangalore,19-11-2023,3
876647,Hemnes Nightstand,Furniture,Bedroom Furniture,26,8387.96,8973.27,585.31,India,Karnataka,Bangalore,08-06-2023,3.9
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,9,4013.58,5346.5,1332.92,India,Delhi,New Delhi,15-05-2023,4.5
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,30,4580.42,7457.15,2876.73,India,Karnataka,Bangalore,24-08-2023,4
356788,Billy Bookshelf,Furniture,Living Room Furniture,22,4110.01,4918.48,808.47,India,Karnataka,Bangalore,18-09-2023,3.9
216740,Poang Armchair,Furniture,Living Room Furniture,35,5899.15,8081.79,2182.64,India,Maharashtra,Mumbai,24-08-2023,3.1
719177,Trofast Storage Unit,Storage and Organization,Storage Furniture,18,4118.17,5841.81,1723.64,India,Maharashtra,Mumbai,15-02-2024,3.2
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,14,9799.86,11929.88,2130.02,India,West Bengal,Kolkata,21-05-2023,3.2
876647,Hemnes Nightstand,Furniture,Bedroom Furniture,32,10720.87,11669.31,948.44,India,Telangana,Hyderabad,18-03-2023,3.9
198247,Ledberg LED Strip,Home Decor,Lighting,46,8094.48,9352.45,1257.97,India,West Bengal,Kolkata,06-06-2023,4.9
198247,Ledberg LED Strip,Home Decor,Lighting,25,9386.13,12107.66,2721.53,India,Telangana,Hyderabad,31-12-2023,3.6
876647,Hemnes Nightstand,Furniture,Bedroom Furniture,20,3051.72,5179.38,2127.66,India,Delhi,New Delhi,30-08-2023,4.6
719177,Trofast Storage Unit,Storage and Organization,Storage Furniture,43,3947.15,4404.84,457.69,India,West Bengal,Kolkata,21-12-2023,3.3
719177,Trofast Storage Unit,Storage and Organization,Storage Furniture,42,8567.79,9520.14,952.35,India,Karnataka,Bangalore,17-09-2023,4.5
388390,Pax Wardrobe,Furniture,Bedroom Furniture,36,5267.32,6567.47,1300.15,India,West Bengal,Kolkata,08-02-2024,3.9
329259,Vindum High-Pile Rug,Home Decor,Textiles,44,10709.02,11886.2,1177.18,India,Tamil Nadu,Chennai,26-09-2024,3.7
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,7,9600.26,11821.13,2220.87,India,Karnataka,Bangalore,28-03-2023,4.9
876647,Hemnes Nightstand,Furniture,Bedroom Furniture,44,1244.53,2133.88,889.35,India,Maharashtra,Mumbai,04-11-2023,4.8
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,41,1909.54,4577.09,2667.55,India,Tamil Nadu,Chennai,11-08-2023,4
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,20,10071.12,11451.76,1380.64,India,Maharashtra,Mumbai,07-08-2023,4.4
126226,Lack Coffee Table,Furniture,Living Room Furniture,1,5341.47,5912.54,571.07,India,Telangana,Hyderabad,09-08-2024,3.9
356788,Billy Bookshelf,Furniture,Living Room Furniture,7,6532.94,8156.03,1623.09,India,Karnataka,Bangalore,27-05-2024,4.4
207474,Markus Office Chair,Furniture,Office Furniture,37,7748.7,9884.45,2135.75,India,Karnataka,Bangalore,17-02-2024,4.8
207474,Markus Office Chair,Furniture,Office Furniture,13,6839.77,8785.43,1945.66,India,Maharashtra,Mumbai,03-05-2024,3.9
876647,Hemnes Nightstand,Furniture,Bedroom Furniture,5,8315.42,9113.94,798.52,India,Karnataka,Bangalore,20-05-2024,3.3
126226,Lack Coffee Table,Furniture,Living Room Furniture,43,4371.6,7668.99,3297.39,India,Maharashtra,Mumbai,28-06-2023,3.8
671859,Raskog Utility Cart,Storage and Organization,Kitchen Storage,44,3949.85,6125.09,2175.24,India,Karnataka,Bangalore,18-01-2024,3.4
356788,Billy Bookshelf,Furniture,Living Room Furniture,47,4420.16,5713.45,1293.29,India,Karnataka,Bangalore,21-04-2023,3.4
126226,Lack Coffee Table,Furniture,Living Room Furniture,43,6923.18,7314.92,391.74,India,Tamil Nadu,Chennai,13-05-2023,4.2
207474,Markus Office Chair,Furniture,Office Furniture,34,8350.66,9851.75,1501.09,India,West Bengal,Kolkata,21-09-2023,3.9
388390,Pax Wardrobe,Furniture,Bedroom Furniture,20,7331.95,9540.45,2208.5,India,Tamil Nadu,Chennai,02-02-2023,4.8
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,31,9636.81,12060.3,2423.49,India,Telangana,Hyderabad,01-12-2023,3.2
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,40,2078.94,4659.33,2580.39,India,Maharashtra,Mumbai,13-10-2023,3.6
876647,Hemnes Nightstand,Furniture,Bedroom Furniture,36,2288.96,3795.75,1506.79,India,Telangana,Hyderabad,11-11-2024,3.5
872247,Bekant Desk,Furniture,Office Furniture,28,5926.88,7094.33,1167.45,India,Tamil Nadu,Chennai,23-05-2024,4.9
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,29,11260.37,13949.43,2689.06,India,West Bengal,Kolkata,19-11-2023,4.9
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,33,2309.36,3582.39,1273.03,India,Karnataka,Bangalore,13-10-2024,5
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,29,10982.7,12335.83,1353.13,India,Karnataka,Bangalore,27-11-2024,3.2
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,33,6326.33,8367.06,2040.73,India,West Bengal,Kolkata,10-10-2023,3.7
329259,Vindum High-Pile Rug,Home Decor,Textiles,33,6962.94,8508.13,1545.19,India,Tamil Nadu,Chennai,04-01-2024,4.5
216740,Poang Armchair,Furniture,Living Room Furniture,16,2261.01,4300.37,2039.36,India,Karnataka,Bangalore,14-10-2023,4.3
872247,Bekant Desk,Furniture,Office Furniture,39,3739.44,5621.93,1882.49,India,Tamil Nadu,Chennai,28-12-2023,3.5
872247,Bekant Desk,Furniture,Office Furniture,26,6259.61,8068.25,1808.64,India,West Bengal,Kolkata,22-10-2024,4.4
671859,Raskog Utility Cart,Storage and Organization,Kitchen Storage,16,9667.75,10767.22,1099.47,India,Maharashtra,Mumbai,28-10-2024,3.4
207474,Markus Office Chair,Furniture,Office Furniture,40,6026.52,6626.87,600.35,India,Tamil Nadu,Chennai,25-11-2024,4.6
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,26,5634.59,7793.23,2158.64,India,Tamil Nadu,Chennai,16-06-2024,4.2
126226,Lack Coffee Table,Furniture,Living Room Furniture,6,3905.84,5213.13,1307.29,India,Tamil Nadu,Chennai,03-05-2024,4.5
198247,Ledberg LED Strip,Home Decor,Lighting,26,7586.07,9230.49,1644.42,India,Telangana,Hyderabad,13-05-2023,4
126226,Lack Coffee Table,Furniture,Living Room Furniture,37,1311.81,2799.88,1488.07,India,Telangana,Hyderabad,18-09-2023,4
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,14,6870.04,9115.05,2245.01,India,Karnataka,Bangalore,04-10-2023,4.3
770488,Kivik Sofa,Furniture,Living Room Furniture,15,9574.59,12231.24,2656.65,India,Maharashtra,Mumbai,10-05-2024,3.1
198247,Ledberg LED Strip,Home Decor,Lighting,31,5241.64,7242.02,2000.38,India,Delhi,New Delhi,21-07-2024,4.8
126226,Lack Coffee Table,Furniture,Living Room Furniture,19,8008.3,9234.27,1225.97,India,Karnataka,Bangalore,03-07-2023,4.8
